"1319","Unknown"
"2151","Unknown"
"Jamesburg","Unknown"
"Lexington","Unknown"
"Vanderbilt","Unknown"
"Weiss","Unknown"

"N/A","Unknown"
"Puerto Rico","PR"


"AK","AK"
"Alaska","AK"
"Cordova, Southcentral Alaska","AK"
"Minto Flats, Interior Alaska","AK"
"Monroe county, AK","AK"

"Bellamy, AL","AL"
"Columbiana, AL","AL"
"Madison, AL","AL"

"Arkansas","AR"
"Arkansas county, AK","AR"

"Arizona","AZ"

"Alameda","CA"
"Berkeley, CA","CA"
"Brawley, CA","CA"
"Butte County, CA","CA"
"Calexico, CA","CA"
"California","CA"
"Colusa County, California","CA"
"Contra Costa","CA"
"El Centro, CA","CA"
"Fresno","CA"
"Fresno County, California","CA"
"Glenn County, CA","CA"
"Glenn County, California","CA"
"Granada Hills, CA","CA"
"Gridley, CA","CA"
"Hacienda Heights, CA","CA"
"Los Angeles, CA","CA"
"Marin","CA"
"Merced County, California","CA"
"Mono","CA"
"Orange County, CA","CA"
"Perris, CA","CA"
"Placer","CA"
"Sacramento","CA"
"San Diego, CA","CA"
"San Francisco","CA"
"San Joaquin County, CA","CA"
"San Luis Obispo","CA"
"Santa Clara","CA"
"Siskiyou County, California","CA"
"Solano County, CA","CA"
"Sutter County, California","CA"
"Yolo","CA"
"Yolo County, CA","CA"

"Colorado","CO"
"Denver, CO","CO"
"Louisville, CO","CO"

"Connecticut","CT"

"Washington, DC","DC"

"Bower's Beach, DE","DE"
"DE","DE"
"Delaware","DE"
"Delaware Bay, Delaware","DE"
"Mispillion Beach, Sussex county, DE","DE"
"Mispillion Dock, Sussex county, DE","DE"
"Mispillion Harbor, Sussex county, DE","DE"
"Port Mahon, Kent county, DE","DE"
"Slaughter Beach, DE","DE"
"South Bower's Beach, DE","DE"
"Ted Harvey Wildlife Area, DE","DE"

"Florida","FL"
"Pensacola, FL","FL"
"St. Peterburg, FL","FL"
"St. Petersburg, FL","FL"

"Atlanta","GA"
"Atlanta, GA","GA"
"Georgia","GA"
"Muscogee County, GA","GA"
"Muscogee county, GA","GA"
"Superior Landfill, GA","GA"

"Hawaii","HI"

"Iowa","IA"

"Idaho","ID"

"Bloomingdale, IL","IL"
"Dunlap, IL","IL"
"Illinois","IL"
"Illinois, Rockville","IL"
"Lake County, IL","IL"
"Lake county, IL","IL"
"Lake Zurich, IL","IL"
"Naperville, IL","IL"
"Perin, IL","IL"

"Indiana","IN"

"Kansas","KS"
"Overland Park, KS","KS"

"Florence, KY","KY"
"Hopkinsville, KY","KY"
"Kentucky","KY"

"Louisiana","LA"
"Cameron Parish, LA","LA"
"Hackberry, Cameron Parish LA","LA"

"Boston","MA"
"Boston, MA","MA"
"Cambridge, MA","MA"
"Massachusetts","MA"
"Massachusetts, Boston","MA"
"Springfield, MA","MA"

"Baltimore County, MD","MD"
"Maryland","MD"
"MD","MD"

"Maine","ME"

"Ann Arbor, MI","MI"
"Ann Arbor, Michigan","MI"
"Michigan","MI"
"Michigan, Ann Arbor","MI"
"Royal Oak, MI","MI"

"Minnesota","MN"
"Rochester, MN","MN"
"Roseau River, MN","MN"
"Roseau, MN","MN"
"Agassiz NWR, Agassiz Pool, Marshall county, MN","MN"
"Agassiz NWR, Farmes Pool, Marshall county, MN","MN"
"Agassiz NWR, Marshall county, MN","MN"
"Agassiz NWR, Parker Pool, Marshall county, MN","MN"
"Agassiz NWR, Tamarac Pool, Marshall county, MN","MN"
"Agassiz NWR, Webster Creek Pool, Marshall county, MN","MN"
"Marshall/Roseau county, MN","MN"
"Roseau county, MN","MN"
"Roseau Pool#1, Roseau county, MN","MN"
"Roseau Pool#3, Roseau county, MN","MN"
"Roseau River Peninsula, Roseau county, MN","MN"
"Roseau River, Roseau county, MN","MN"
"Thief Lake, Marshall county, MN","MN"
"Thief Lake, NW, Marshall county, MN","MN"
"Thief Lake, River Site, Marshall county, MN","MN"
"Thief River, Marshall county, MN","MN"

"Missouri","MO"
"MO","MO"
"Pulaski County, MO","MO"
"Pulaski county, MO","MO"

"Aberdeen, MS","MS"
"Mississippi","MS"

"Butte","MT"

"Graham, NC","NC"
"North Carolina","NC"
"Mattamuskeet NWR, NC","NC"
"Winston-Salem, NC","NC"
"JM Futch, NC","NC"

"Ilo, Dunn county, ND","ND"
"Lake Audobon, McLean county, ND","ND"

"Nebraska","NE"

"Cape May, NJ","NJ"
"Delaware Bay, New Jersey","NJ"
"Delaware Bay, NJ","NJ"
"Fort Monmouth, NJ","NJ"
"New Jersey","NJ"
"Newark, NJ","NJ"
"Atlantic county, NJ","NJ"
"Big Muddle Hole Island, Cape May county, NJ","NJ"
"Burlington county, NJ","NJ"
"Cape May county, NJ","NJ"
"Cook's Beach, Cape May county, NJ","NJ"
"Fortescue Beach, NJ","NJ"
"Gandy's Beach, Cumberland county, NJ","NJ"
"Helmetta, Middlesex county, NJ","NJ"
"Howard Stainton, Cape May county, NJ","NJ"
"Kimble's Beach, NJ","NJ"
"Middle Reed's, Cape May county, NJ","NJ"
"Moore's Beach, Cumberland county, NJ","NJ"
"North Cook's Beach, Cape May county, NJ","NJ"
"North Reed's Beach, Cape May county, NJ","NJ"
"Nummy Island, Cape May county, NJ","NJ"
"Reed's Beach, Cape May county, NJ","NJ"
"South Reed's Beach, Cape May county, NJ","NJ"
"Sturgeon Island, Cape May county, NJ","NJ"
"Villas, NJ","NJ"

"New Mexico","NM"

"Albany County,  New York","NY"
"Albany County, New York","NY"
"Albany County, NY","NY"
"Albany county, NY","NY"
"Albany county, NY (Travel to UK)","NY"
"Albany, NY","NY"
"Allegany County, New York","NY"
"Allegany County, NY","NY"
"Allegany county, NY","NY"
"Bennington, NY","NY"
"Bronx County, New York","NY"
"Bronx County, NY","NY"
"Bronx, NY","NY"
"Brooklyn, NY","NY"
"Broome  County, New York","NY"
"Broome County, New York","NY"
"Broome County, NY","NY"
"Broome county, NY","NY"
"Cataraugus county, NY","NY"
"Cattaragus county, NY","NY"
"Cattaraugus County, New York","NY"
"Cattaraugus County, NY","NY"
"Cattaraugus county, NY","NY"
"Cayuga County, New York","NY"
"Cayuga county, NY","NY"
"Chautauqua County, New York","NY"
"Chautauqua County, NY","NY"
"Chautauqua county, NY","NY"
"Chemung County,  New York","NY"
"Chemung County, New York","NY"
"Chemung county, NY","NY"
"Chenango County, New York","NY"
"Chenango County, NY","NY"
"Chenango county, NY","NY"
"Clinton County, New York","NY"
"Clinton County, NY","NY"
"Clinton county, NY","NY"
"Columbia County, New York","NY"
"Columbia County, NY","NY"
"Columbia county, NY","NY"
"Cortland County, New York","NY"
"Cortland county, NY","NY"
"Delaware County, New York","NY"
"Delaware county, New York","NY"
"Delaware county, NY","NY"
"Dutchess County, New York","NY"
"Dutchess County, NY","NY"
"Dutchess county, NY","NY"
"Erie County,     NY","NY"
"Erie County, New York","NY"
"Erie County, NY","NY"
"Erie county, NY","NY"
"Essex County, NY","NY"
"Essex county, NY","NY"
"Franklin county, NY","NY"
"Fulton County, New York","NY"
"Fulton County, NY","NY"
"Fulton county, NY","NY"
"Genesee county, NY","NY"
"Genessee County, New York","NY"
"Glendale, NY","NY"
"Greene County,  NY","NY"
"Greene County, New York","NY"
"Greene county, NY","NY"
"Hamilton County, New York","NY"
"Herkimer County, New York","NY"
"Herkimer County, NY","NY"
"Herkimer county, NY","NY"
"Jamaica Island, NY","NY"
"Jefferson County, New York","NY"
"Jefferson county, NY","NY"
"Kings County, New York","NY"
"Kings county, NY","NY"
"Lewis County, New York","NY"
"Livingston County, New York","NY"
"Livingston county, NY","NY"
"Madison County, New York","NY"
"Madison County, NY","NY"
"Madison county, NY","NY"
"Manhattan county, NY","NY"
"Monroe County, New York","NY"
"Monroe County, NY","NY"
"Monroe county, NY","NY"
"Montgomery County, New York","NY"
"Montgomery county, NY","NY"
"Nassau County, New York","NY"
"Nassau County, NY","NY"
"Nassau county, NY","NY"
"New York","NY"
"New York City","NY"
"New York City, New York","NY"
"New York City, NY","NY"
"New York County, New York","NY"
"New York County, NY","NY"
"New York county, NY","NY"
"New York county, NY (Roosevelt Island)","NY"
"New York, Ithaca","NY"
"New York, NY","NY"
"Niagara County, New York","NY"
"Niagara county, NY","NY"
"Oneida County, New York","NY"
"Oneida county, NY","NY"
"Onondaga County, New York","NY"
"Onondaga County, NY","NY"
"Onondaga county, NY","NY"
"Ontario County, New York","NY"
"Ontario County, NY","NY"
"Ontario county, NY","NY"
"Orange County, New York","NY"
"Orange County, NY","NY"
"Orleans County, NY","NY"
"Orleans county, NY","NY"
"Oswego County, New York","NY"
"Oswego county, NY","NY"
"Otsego County, New York","NY"
"Otsego County, NY","NY"
"Otsego county, NY","NY"
"Putnam County, New York","NY"
"Putnam county, NY","NY"
"Putnum County, New York","NY"
"Putnum County, NY","NY"
"Putnum county, NY","NY"
"Queens County, New York","NY"
"Queens County, NY","NY"
"Queens county, NY","NY"
"Renesselaer County, NY","NY"
"Renesselaer county, NY","NY"
"Rensselaer County, New York","NY"
"Rensselaer County, NY","NY"
"Rensselaer county, NY","NY"
"Rensselear County, NY","NY"
"Richmond county, NY","NY"
"Rockland County, New York","NY"
"Rockland County, NY","NY"
"Rockland county, NY","NY"
"Saratoga County, New York","NY"
"Saratoga County, NY","NY"
"Saratoga county, NY","NY"
"Schenectady County, New York","NY"
"Schenectady County, NY","NY"
"Schenectady county, NY","NY"
"Schoharie County, New York","NY"
"Schoharie County, NY","NY"
"Schoharie county, NY","NY"
"Seneca County, New York","NY"
"Seneca county, New York","NY"
"Seneca county, NY","NY"
"St. Lawrence County, New York","NY"
"St. Lawrence County, NY","NY"
"St. Lawrence county, NY","NY"
"St.Lawrence county, NY","NY"
"Steuben County, New York","NY"
"Steuben County, NY","NY"
"Steuben county, NY","NY"
"Suffolk County, New York","NY"
"Suffolk County, NY","NY"
"Suffolk county, NY","NY"
"Sullivan County, New York","NY"
"Sullivan County, NY","NY"
"Sullivan county, NY","NY"
"Tioga County, New York","NY"
"Tioga county, NY","NY"
"Tompkins County, New York","NY"
"Tompkins County, NY","NY"
"Tompkins county, NY","NY"
"Ulster County, New York","NY"
"Ulster County, NY","NY"
"Ulster county, NY","NY"
"Warran County, New York","NY"
"Warren County, NY","NY"
"Warren county, NY","NY"
"Washington County, NY","NY"
"Washington county, NY","NY"
"Wayne County, New York","NY"
"Wayne county, NY","NY"
"Westchester  County, NY","NY"
"Westchester County, New York","NY"
"Westchester County, NY","NY"
"Westchester county, NY","NY"
"Wyoming County, New York","NY"
"Wyoming County, NY","NY"
"Yates County, NY","NY"
"Yates county, NY","NY"

"Akron, OH","OH"
"Fairfield, OH","OH"
"Florence, OH","OH"
"North Canton, OH","OH"
"Oberlin, OH","OH"
"OH","OH"
"Ohio","OH"
"Toledo, OH","OH"
"Washington, OH","OH"

"Choctaw, OK","OK"
"Norman, OK","OK"
"Oklahoma","OK"

"Douglas County, Oregon","OR"
"Harney County, Oregon","OR"
"Klamath County, Oregon","OR"
"Lincoln County, Oregon","OR"
"Morrow County, Oregon","OR"
"Newberg, OR","OR"
"Oregon","OR"

"Allegheny County, PA","PA"
"Pennsylvania","PA"
"Philadelphia","PA"

"Rhode Island","RI"

"Beaufort Co., SC","SC"
"Beaufort County, SC","SC"
"Beaufort county, SC","SC"
"Columbia, SC","SC"
"South Carolina","SC"

"South Dakota","SD"

"Dyersburg, TN","TN"
"Knoxville, TN","TN"
"Lebanon, TN","TN"
"Memphis","TN"
"Memphis, TN","TN"
"Tennessee","TN"
"Tullahoma, TN","TN"

"Baylor, TX","TX"
"Brazoria county, TX","TX"
"Brownsville","TX"
"Brownsville, Texas","TX"
"Conroe, TX","TX"
"Eagle Lake, Colorado county, TX","TX"
"Houston","TX"
"Houston area","TX"
"Houston, TX","TX"
"San Antonio, TX","TX"
"Temple, TX","TX"
"Texas","TX"
"Winnie, Chambers county, TX","TX"

"Dale City, VA","VA"
"Richmond, VA","VA"
"Virginia","VA"
"Weber City, VA","VA"

"Bennington, VT","VT"

"Clallam County, Washington","WA"
"Clark County, Washington","WA"
"Grant County, Washington","WA"
"Gray's harbor County, Washington","WA"
"King County, Washington","WA"
"Washington","WA"
"Woodinville, WA","WA"
"Yakima County, Washington","WA"

"SE Wisconsin","WI"
"Wisconsin","WI"

"Wyoming","WY"
